dataset,model,state,mean,mean_CI95,var,var_CI95,param1,param1_CI95,param2,param2_CI95,param3,param3_CI95
Hospital-Admission-to-death,Log-normal,RO,10.47,"(9.1, 12.06)",164.94,"(100.87, 262.04)",1.89,"(1.78, 2.01)",0.95,"(0.87, 1.04)",,
Hospital-Admission-to-death,Log-normal,RR,10.08,"(8.77, 11.66)",168.22,"(103.32, 271.06)",1.83,"(1.71, 1.94)",0.98,"(0.9, 1.06)",,
Hospital-Admission-to-death,Log-normal,RS,12.83,"(11.76, 14.07)",309.35,"(231.61, 415.28)",2.02,"(1.95, 2.1)",1.03,"(0.98, 1.08)",,
Hospital-Admission-to-death,Log-normal,SC,14.5,"(12.77, 16.5)",472.6,"(303.52, 720.27)",2.09,"(1.99, 2.19)",1.08,"(1.01, 1.15)",,
Hospital-Admission-to-death,Log-normal,SE,9.88,"(8.32, 11.77)",354.38,"(197.15, 628.51)",1.53,"(1.4, 1.66)",1.23,"(1.14, 1.32)",,
Hospital-Admission-to-death,Log-normal,SP,12.53,"(12.28, 12.78)",281.15,"(262.65, 300.72)",2.01,"(2.0, 2.03)",1.01,"(1.0, 1.02)",,
Hospital-Admission-to-death,Log-normal,TO,10.57,"(8.81, 12.76)",262.37,"(139.97, 475.01)",1.76,"(1.61, 1.91)",1.09,"(0.99, 1.19)",,
Hospital-Admission-to-death,Log-normal,Brazil,11.39,"(11.26, 11.53)",315.94,"(302.94, 329.47)",1.82,"(1.81, 1.82)",1.11,"(1.1, 1.12)",,
Hospital-Admission-to-death,Gen. Gamma,AC,11.27,"(9.71, 13.08)",91.65,"(64.89, 127.99)",9.57,"(7.3, 12.66)",1.31,"(1.09, 1.56)",1.07,"(1.0, 1.23)"
Hospital-Admission-to-death,Gen. Gamma,AL,8.37,"(7.88, 8.88)",60.91,"(52.6, 70.13)",8.05,"(6.97, 9.63)",1.11,"(1.01, 1.2)",1.04,"(1.0, 1.14)"
Hospital-Admission-to-death,Gen. Gamma,AM,8.61,"(8.31, 8.92)",62.68,"(57.56, 68.19)",7.45,"(6.96, 8.01)",1.17,"(1.12, 1.23)",1.01,"(1.0, 1.03)"
Hospital-Admission-to-death,Gen. Gamma,AP,9.23,"(8.2, 10.4)",55.35,"(41.38, 73.63)",7.65,"(5.81, 10.26)",1.41,"(1.19, 1.65)",1.11,"(1.0, 1.31)"
Hospital-Admission-to-death,Gen. Gamma,BA,10.12,"(9.73, 10.54)",88.13,"(79.93, 97.15)",9.19,"(8.37, 10.38)",1.14,"(1.07, 1.21)",1.02,"(1.0, 1.08)"
Hospital-Admission-to-death,Gen. Gamma,CE,10.24,"(9.98, 10.5)",87.68,"(82.41, 93.06)",8.72,"(8.3, 9.21)",1.19,"(1.14, 1.23)",1.01,"(1.0, 1.03)"
Hospital-Admission-to-death,Gen. Gamma,DF,11.72,"(11.0, 12.47)",92.68,"(78.77, 109.03)",9.68,"(7.9, 12.47)",1.37,"(1.22, 1.53)",1.09,"(1.0, 1.25)"
Hospital-Admission-to-death,Gen. Gamma,ES,10.85,"(10.33, 11.41)",74.94,"(66.04, 85.05)",8.25,"(6.88, 10.34)",1.47,"(1.34, 1.6)",1.07,"(1.0, 1.2)"
Hospital-Admission-to-death,Gen. Gamma,GO,9.45,"(8.82, 10.1)",69.06,"(58.19, 81.66)",8.51,"(7.1, 10.67)",1.22,"(1.09, 1.35)",1.07,"(1.0, 1.2)"
Hospital-Admission-to-death,Gen. Gamma,MA,8.13,"(7.66, 8.64)",67.36,"(58.78, 78.03)",9.25,"(8.06, 11.05)",0.94,"(0.87, 1.01)",1.05,"(1.0, 1.16)"
Hospital-Admission-to-death,Gen. Gamma,MG,10.4,"(9.92, 10.89)",72.92,"(64.84, 82.17)",8.29,"(6.97, 10.28)",1.39,"(1.27, 1.52)",1.07,"(1.0, 1.19)"
Hospital-Admission-to-death,Gen. Gamma,MS,10.02,"(8.76, 11.52)",66.56,"(47.28, 92.73)",8.68,"(6.38, 11.77)",1.37,"(1.14, 1.62)",1.12,"(1.01, 1.36)"
Hospital-Admission-to-death,Gen. Gamma,MT,8.43,"(7.59, 9.31)",50.41,"(39.0, 64.6)",7.3,"(5.71, 9.72)",1.31,"(1.12, 1.51)",1.09,"(1.0, 1.28)"
Hospital-Admission-to-death,Gen. Gamma,PA,8.05,"(7.81, 8.31)",60.81,"(56.51, 65.5)",7.77,"(7.3, 8.35)",1.06,"(1.01, 1.1)",1.01,"(1.0, 1.04)"
Hospital-Admission-to-death,Gen. Gamma,PB,8.03,"(7.6, 8.48)",54.86,"(47.94, 62.67)",7.59,"(6.57, 9.11)",1.13,"(1.04, 1.23)",1.04,"(1.0, 1.14)"
Hospital-Admission-to-death,Gen. Gamma,PE,8.3,"(8.0, 8.62)",81.34,"(74.74, 88.78)",9.98,"(9.39, 10.66)",0.84,"(0.8, 0.88)",1.01,"(1.0, 1.03)"
Hospital-Admission-to-death,Gen. Gamma,PI,10.8,"(10.0, 11.63)",89.37,"(74.37, 108.13)",10.3,"(8.27, 13.18)",1.2,"(1.06, 1.34)",1.1,"(1.01, 1.27)"
Hospital-Admission-to-death,Gen. Gamma,PR,11.09,"(10.5, 11.72)",71.14,"(61.85, 82.03)",7.61,"(6.32, 9.58)",1.63,"(1.47, 1.79)",1.07,"(1.0, 1.19)"
Hospital-Admission-to-death,Gen. Gamma,RJ,9.56,"(9.37, 9.76)",83.14,"(79.35, 87.19)",8.79,"(8.49, 9.13)",1.1,"(1.07, 1.12)",1.0,"(1.0, 1.02)"
Hospital-Admission-to-death,Gen. Gamma,RN,8.35,"(7.86, 8.88)",56.53,"(48.49, 65.26)",7.6,"(6.52, 9.25)",1.18,"(1.08, 1.29)",1.05,"(1.0, 1.16)"
Hospital-Admission-to-death,Gen. Gamma,RO,9.59,"(8.66, 10.64)",60.47,"(47.64, 77.22)",7.57,"(5.94, 9.94)",1.43,"(1.23, 1.64)",1.08,"(1.0, 1.24)"
Hospital-Admission-to-death,Gen. Gamma,RR,9.17,"(8.28, 10.1)",58.31,"(45.99, 73.64)",7.35,"(5.91, 9.43)",1.37,"(1.18, 1.57)",1.06,"(1.0, 1.19)"
Hospital-Admission-to-death,Gen. Gamma,RS,11.56,"(10.89, 12.25)",98.39,"(85.27, 114.12)",9.17,"(8.05, 10.77)",1.32,"(1.2, 1.44)",1.03,"(1.0, 1.1)"
Hospital-Admission-to-death,Gen. Gamma,SC,12.76,"(11.77, 13.86)",124.47,"(102.32, 151.44)",10.78,"(9.08, 13.18)",1.26,"(1.12, 1.42)",1.04,"(1.0, 1.14)"
Hospital-Admission-to-death,Gen. Gamma,SE,8.85,"(7.88, 9.95)",86.26,"(66.72, 110.79)",10.18,"(8.46, 12.12)",0.9,"(0.78, 1.02)",1.02,"(1.0, 1.07)"
Hospital-Admission-to-death,Gen. Gamma,SP,11.25,"(11.1, 11.4)",91.91,"(88.88, 94.93)",8.31,"(8.06, 8.65)",1.37,"(1.34, 1.4)",1.01,"(1.0, 1.02)"
Hospital-Admission-to-death,Gen. Gamma,TO,8.87,"(7.87, 10.03)",57.48,"(43.07, 76.79)",8.19,"(6.22, 10.93)",1.26,"(1.06, 1.47)",1.11,"(1.0, 1.32)"
Hospital-Admission-to-death,Gen. Gamma,Brazil,9.97,"(9.89, 10.05)",90.45,"(88.27, 92.76)",5.68,"(5.2, 6.17)",1.3,"(1.27, 1.33)",0.85,"(0.82, 0.88)"
Hospital-Admission-to-death,Gen. Log-normal,AC,16.24,"(11.24, 26.67)",7648.7,"(212.57, 47021.03)",2.08,"(1.86, 2.27)",0.78,"(0.45, 1.23)",1.51,"(1.06, 2.32)"
Hospital-Admission-to-death,Gen. Log-normal,AL,7.61,"(6.97, 8.63)",84.4,"(63.78, 132.36)",1.4,"(1.3, 1.53)",1.72,"(1.41, 1.95)",4.46,"(2.72, 6.75)"
Hospital-Admission-to-death,Gen. Log-normal,AM,9.41,"(8.84, 10.02)",189.95,"(142.09, 258.06)",1.67,"(1.62, 1.71)",1.08,"(0.98, 1.19)",2.03,"(1.83, 2.26)"
Hospital-Admission-to-death,Gen. Log-normal,AP,9.68,"(8.2, 11.62)",122.69,"(64.8, 254.13)",1.83,"(1.68, 1.98)",1.05,"(0.8, 1.31)",2.38,"(1.72, 3.25)"
Hospital-Admission-to-death,Gen. Log-normal,BA,11.37,"(10.46, 12.42)",311.85,"(211.19, 473.72)",1.81,"(1.74, 1.87)",1.16,"(1.03, 1.29)",2.09,"(1.82, 2.39)"
Hospital-Admission-to-death,Gen. Log-normal,CE,11.78,"(11.21, 12.39)",355.7,"(273.41, 468.48)",1.87,"(1.83, 1.91)",1.02,"(0.94, 1.1)",1.88,"(1.74, 2.03)"
Hospital-Admission-to-death,Gen. Log-normal,DF,14.83,"(13.11, 17.09)",1089.61,"(360.88, 3588.43)",2.15,"(2.07, 2.23)",0.73,"(0.59, 0.89)",1.5,"(1.28, 1.75)"
Hospital-Admission-to-death,Gen. Log-normal,ES,13.58,"(12.27, 15.01)",710.67,"(289.86, 1899.32)",2.12,"(2.05, 2.18)",0.66,"(0.54, 0.79)",1.44,"(1.26, 1.66)"
Hospital-Admission-to-death,Gen. Log-normal,GO,10.99,"(9.47, 12.89)",316.25,"(149.56, 748.66)",1.81,"(1.69, 1.91)",1.05,"(0.84, 1.28)",1.96,"(1.57, 2.48)"
Hospital-Admission-to-death,Gen. Log-normal,MA,7.33,"(6.91, 7.8)",73.37,"(64.09, 84.15)",1.28,"(1.23, 1.33)",2.08,"(2.02, 2.15)",8.75,"(7.29, 10.42)"
Hospital-Admission-to-death,Gen. Log-normal,MG,13.25,"(12.08, 14.74)",882.67,"(363.02, 2508.07)",2.05,"(1.99, 2.11)",0.68,"(0.57, 0.79)",1.43,"(1.27, 1.61)"
Hospital-Admission-to-death,Gen. Log-normal,MS,13.42,"(9.8, 20.18)",2249.59,"(136.23, 13084.84)",2.0,"(1.77, 2.2)",0.84,"(0.48, 1.23)",1.66,"(1.11, 2.46)"
Hospital-Admission-to-death,Gen. Log-normal,MT,9.9,"(8.14, 12.36)",351.66,"(91.8, 1146.64)",1.75,"(1.6, 1.89)",0.94,"(0.67, 1.23)",1.86,"(1.38, 2.52)"
Hospital-Admission-to-death,Gen. Log-normal,PA,7.21,"(6.98, 7.43)",69.6,"(64.7, 74.89)",1.31,"(1.28, 1.33)",1.94,"(1.88, 2.0)",6.51,"(5.68, 7.41)"
Hospital-Admission-to-death,Gen. Log-normal,PB,7.29,"(6.71, 8.12)",74.51,"(57.84, 106.14)",1.37,"(1.29, 1.48)",1.67,"(1.44, 1.86)",4.21,"(2.93, 5.77)"
Hospital-Admission-to-death,Gen. Log-normal,PE,8.36,"(7.98, 8.75)",103.58,"(94.07, 113.96)",1.35,"(1.31, 1.38)",2.2,"(2.15, 2.25)",9.07,"(7.97, 10.29)"
Hospital-Admission-to-death,Gen. Log-normal,PI,15.13,"(12.33, 19.23)",3127.33,"(379.98, 16914.38)",2.02,"(1.88, 2.15)",0.88,"(0.65, 1.14)",1.59,"(1.28, 1.99)"
Hospital-Admission-to-death,Gen. Log-normal,PR,13.61,"(12.38, 15.24)",938.16,"(286.54, 3778.36)",2.18,"(2.12, 2.24)",0.51,"(0.4, 0.62)",1.28,"(1.11, 1.46)"
Hospital-Admission-to-death,Gen. Log-normal,RJ,10.44,"(9.99, 10.9)",248.06,"(203.14, 303.9)",1.7,"(1.67, 1.74)",1.24,"(1.16, 1.31)",2.21,"(2.05, 2.39)"
Hospital-Admission-to-death,Gen. Log-normal,RN,8.82,"(7.71, 10.11)",146.35,"(85.12, 260.18)",1.59,"(1.47, 1.7)",1.25,"(1.02, 1.5)",2.44,"(1.89, 3.26)"
Hospital-Admission-to-death,Gen. Log-normal,RO,10.42,"(8.96, 12.37)",180.71,"(84.6, 455.53)",1.9,"(1.78, 2.03)",0.9,"(0.65, 1.15)",1.96,"(1.45, 2.61)"
Hospital-Admission-to-death,Gen. Log-normal,RR,10.29,"(8.85, 12.18)",266.41,"(100.77, 736.29)",1.85,"(1.73, 1.97)",0.84,"(0.62, 1.08)",1.76,"(1.36, 2.27)"
Hospital-Admission-to-death,Gen. Log-normal,RS,15.01,"(13.27, 17.37)",2565.03,"(505.82, 13454.59)",2.12,"(2.05, 2.19)",0.66,"(0.52, 0.8)",1.37,"(1.18, 1.58)"
Hospital-Admission-to-death,Gen. Log-normal,SC,15.95,"(13.52, 19.14)",1774.98,"(407.26, 8265.04)",2.15,"(2.04, 2.26)",0.84,"(0.64, 1.05)",1.59,"(1.29, 1.93)"
Hospital-Admission-to-death,Gen. Log-normal,SE,9.06,"(7.79, 10.72)",168.17,"(102.47, 312.02)",1.47,"(1.34, 1.6)",1.66,"(1.36, 1.94)",3.27,"(2.27, 4.57)"
Hospital-Admission-to-death,Gen. Log-normal,SP,14.34,"(13.92, 14.79)",916.82,"(712.73, 1191.84)",2.1,"(2.09, 2.12)",0.7,"(0.67, 0.74)",1.44,"(1.39, 1.49)"
Hospital-Admission-to-death,Gen. Log-normal,TO,10.4,"(7.8, 13.77)",417.49,"(82.05, 1505.44)",1.74,"(1.49, 1.94)",1.11,"(0.74, 1.56)",2.15,"(1.42, 3.58)"
Hospital-Admission-to-death,Gen. Log-normal,Brazil,12.14,"(11.93, 12.37)",484.57,"(435.48, 542.34)",1.86,"(1.85, 1.87)",0.98,"(0.96, 1.01)",1.76,"(1.71, 1.8)"
onset-to-diagnosis-pcr,Gamma,AC,11.68,"(10.99, 12.38)",42.79,"(35.76, 50.99)",3.2,"(2.79, 3.65)",0.27,"(0.24, 0.32)",,
onset-to-diagnosis-pcr,Gamma,AL,13.85,"(13.4, 14.34)",79.97,"(72.54, 88.55)",2.4,"(2.24, 2.58)",0.17,"(0.16, 0.19)",,
onset-to-diagnosis-pcr,Gamma,AM,13.66,"(13.43, 13.9)",66.14,"(62.69, 69.7)",2.82,"(2.71, 2.94)",0.21,"(0.2, 0.22)",,
onset-to-diagnosis-pcr,Gamma,AP,13.64,"(12.36, 15.04)",86.46,"(66.22, 112.74)",2.18,"(1.79, 2.61)",0.16,"(0.13, 0.2)",,
onset-to-diagnosis-pcr,Gamma,BA,9.51,"(9.34, 9.68)",37.75,"(35.94, 39.69)",2.4,"(2.31, 2.48)",0.25,"(0.24, 0.26)",,
onset-to-diagnosis-pcr,Gamma,CE,14.07,"(13.89, 14.26)",75.4,"(72.59, 78.28)",2.63,"(2.56, 2.7)",0.19,"(0.18, 0.19)",,
onset-to-diagnosis-pcr,Gamma,DF,8.77,"(8.54, 9.0)",37.59,"(35.07, 40.29)",2.05,"(1.95, 2.14)",0.23,"(0.22, 0.25)",,
onset-to-diagnosis-pcr,Gamma,ES,10.43,"(10.15, 10.73)",42.84,"(39.54, 46.55)",2.54,"(2.39, 2.7)",0.24,"(0.23, 0.26)",,
onset-to-diagnosis-pcr,Gamma,GO,9.24,"(9.0, 9.48)",28.39,"(26.33, 30.65)",3.01,"(2.84, 3.18)",0.33,"(0.31, 0.35)",,
onset-to-diagnosis-pcr,Gamma,MA,14.14,"(13.74, 14.53)",65.42,"(59.76, 71.41)",3.06,"(2.85, 3.28)",0.22,"(0.2, 0.23)",,
onset-to-diagnosis-pcr,Gamma,MG,9.8,"(9.65, 9.96)",32.23,"(30.66, 33.84)",2.98,"(2.87, 3.09)",0.3,"(0.29, 0.32)",,
onset-to-diagnosis-pcr,Gamma,MS,8.69,"(8.38, 9.01)",19.31,"(17.18, 21.69)",3.92,"(3.57, 4.3)",0.45,"(0.41, 0.5)",,
onset-to-diagnosis-pcr,Gamma,MT,9.45,"(9.33, 9.58)",19.38,"(18.48, 20.31)",4.61,"(4.44, 4.8)",0.49,"(0.47, 0.51)",,
onset-to-diagnosis-pcr,Gamma,PA,12.4,"(12.26, 12.55)",36.61,"(35.22, 38.05)",4.2,"(4.07, 4.34)",0.34,"(0.33, 0.35)",,
onset-to-diagnosis-pcr,Gamma,PB,11.99,"(11.7, 12.3)",35.44,"(32.61, 38.58)",4.06,"(3.79, 4.34)",0.34,"(0.31, 0.36)",,
onset-to-diagnosis-pcr,Gamma,PE,11.06,"(10.92, 11.2)",48.27,"(46.52, 50.02)",2.54,"(2.47, 2.6)",0.23,"(0.22, 0.24)",,
onset-to-diagnosis-pcr,Gamma,PI,9.98,"(9.77, 10.21)",29.51,"(27.58, 31.59)",3.38,"(3.2, 3.56)",0.34,"(0.32, 0.36)",,
onset-to-diagnosis-pcr,Gamma,PR,9.58,"(9.41, 9.76)",26.42,"(24.95, 28.02)",3.48,"(3.32, 3.63)",0.36,"(0.35, 0.38)",,
onset-to-diagnosis-pcr,Gamma,RJ,13.23,"(13.12, 13.35)",72.26,"(70.47, 74.11)",2.42,"(2.38, 2.47)",0.18,"(0.18, 0.19)",,
onset-to-diagnosis-pcr,Gamma,RN,9.74,"(9.45, 10.04)",34.21,"(31.33, 37.32)",2.78,"(2.6, 2.96)",0.29,"(0.27, 0.31)",,
onset-to-diagnosis-pcr,Gamma,RO,9.22,"(8.71, 9.78)",37.06,"(31.46, 43.62)",2.3,"(2.04, 2.58)",0.25,"(0.22, 0.28)",,
onset-to-diagnosis-pcr,Gamma,RR,6.04,"(5.55, 6.59)",14.36,"(11.3, 18.1)",2.57,"(2.15, 3.03)",0.43,"(0.35, 0.51)",,
onset-to-diagnosis-pcr,Gamma,RS,8.03,"(7.88, 8.18)",26.04,"(24.68, 27.53)",2.48,"(2.38, 2.58)",0.31,"(0.3, 0.32)",,
onset-to-diagnosis-pcr,Gamma,SC,9.69,"(9.44, 9.96)",32.48,"(29.77, 35.34)",2.9,"(2.71, 3.09)",0.3,"(0.28, 0.32)",,
onset-to-diagnosis-pcr,Gamma,SE,9.84,"(9.42, 10.26)",54.14,"(48.36, 61.01)",1.79,"(1.66, 1.93)",0.18,"(0.17, 0.2)",,
onset-to-diagnosis-pcr,Gamma,SP,10.42,"(10.36, 10.47)",46.89,"(46.22, 47.55)",2.31,"(2.29, 2.34)",0.22,"(0.22, 0.22)",,
onset-to-diagnosis-pcr,Gamma,TO,7.81,"(7.43, 8.2)",21.4,"(18.56, 24.68)",2.86,"(2.56, 3.17)",0.37,"(0.33, 0.41)",,
onset-to-diagnosis-pcr,Gamma,Brazil,11.04,"(11.01, 11.08)",50.02,"(49.55, 50.47)",2.44,"(2.42, 2.45)",0.22,"(0.22, 0.22)",,
onset-to-diagnosis-pcr,Weibull,AC,11.67,"(10.97, 12.4)",48.94,"(42.17, 57.08)",1.72,"(1.6, 1.84)",13.09,"(12.29, 13.92)",,
onset-to-diagnosis-pcr,Weibull,AL,13.86,"(13.4, 14.32)",75.77,"(69.81, 82.57)",1.63,"(1.57, 1.7)",15.48,"(14.95, 16.01)",,
onset-to-diagnosis-pcr,Weibull,AM,13.66,"(13.42, 13.9)",64.77,"(62.04, 67.77)",1.75,"(1.71, 1.79)",15.34,"(15.06, 15.61)",,
onset-to-diagnosis-pcr,Weibull,AP,13.56,"(12.35, 14.87)",85.98,"(68.17, 109.33)",1.49,"(1.35, 1.65)",15.0,"(13.63, 16.48)",,
onset-to-diagnosis-pcr,Weibull,BA,9.57,"(9.4, 9.75)",41.48,"(39.69, 43.44)",1.51,"(1.49, 1.54)",10.62,"(10.42, 10.82)",,
onset-to-diagnosis-pcr,Weibull,CE,14.1,"(13.92, 14.29)",72.82,"(70.4, 75.28)",1.7,"(1.67, 1.73)",15.8,"(15.6, 16.01)",,
onset-to-diagnosis-pcr,Weibull,DF,8.8,"(8.59, 9.03)",37.79,"(35.49, 40.19)",1.46,"(1.42, 1.49)",9.71,"(9.46, 9.97)",,
onset-to-diagnosis-pcr,Weibull,ES,10.44,"(10.15, 10.74)",39.32,"(36.65, 42.42)",1.72,"(1.66, 1.77)",11.7,"(11.38, 12.04)",,
onset-to-diagnosis-pcr,Weibull,GO,9.29,"(9.05, 9.53)",32.83,"(30.69, 35.14)",1.67,"(1.62, 1.72)",10.4,"(10.12, 10.68)",,
onset-to-diagnosis-pcr,Weibull,MA,14.16,"(13.74, 14.59)",77.14,"(71.95, 82.79)",1.66,"(1.61, 1.71)",15.84,"(15.36, 16.33)",,
onset-to-diagnosis-pcr,Weibull,MG,9.83,"(9.67, 10.01)",36.45,"(34.97, 37.96)",1.67,"(1.64, 1.71)",11.01,"(10.82, 11.2)",,
onset-to-diagnosis-pcr,Weibull,MS,8.68,"(8.36, 9.02)",21.98,"(20.01, 24.21)",1.93,"(1.84, 2.02)",9.79,"(9.42, 10.17)",,
onset-to-diagnosis-pcr,Weibull,MT,9.4,"(9.27, 9.54)",22.14,"(21.32, 22.98)",2.1,"(2.06, 2.14)",10.61,"(10.46, 10.77)",,
onset-to-diagnosis-pcr,Weibull,PA,12.42,"(12.26, 12.57)",42.43,"(41.06, 43.82)",1.99,"(1.96, 2.02)",14.01,"(13.84, 14.19)",,
onset-to-diagnosis-pcr,Weibull,PB,11.98,"(11.67, 12.31)",42.36,"(39.62, 45.41)",1.92,"(1.85, 1.98)",13.51,"(13.15, 13.88)",,
onset-to-diagnosis-pcr,Weibull,PE,11.13,"(10.99, 11.28)",54.2,"(52.51, 55.97)",1.54,"(1.52, 1.57)",12.37,"(12.2, 12.54)",,
onset-to-diagnosis-pcr,Weibull,PI,10.03,"(9.79, 10.27)",36.09,"(34.03, 38.29)",1.72,"(1.68, 1.77)",11.25,"(10.97, 11.53)",,
onset-to-diagnosis-pcr,Weibull,PR,9.6,"(9.42, 9.78)",28.72,"(27.39, 30.11)",1.86,"(1.82, 1.9)",10.81,"(10.6, 11.02)",,
onset-to-diagnosis-pcr,Weibull,RJ,13.25,"(13.14, 13.37)",69.85,"(68.35, 71.38)",1.63,"(1.61, 1.64)",14.8,"(14.68, 14.94)",,
onset-to-diagnosis-pcr,Weibull,RN,9.8,"(9.47, 10.15)",41.42,"(38.21, 45.06)",1.56,"(1.51, 1.61)",10.9,"(10.53, 11.3)",,
onset-to-diagnosis-pcr,Weibull,RO,9.34,"(8.77, 9.96)",42.12,"(36.39, 49.26)",1.47,"(1.38, 1.55)",10.32,"(9.67, 11.01)",,
onset-to-diagnosis-pcr,Weibull,RR,6.13,"(5.62, 6.67)",15.41,"(12.47, 19.14)",1.6,"(1.46, 1.75)",6.83,"(6.25, 7.44)",,
onset-to-diagnosis-pcr,Weibull,RS,8.06,"(7.9, 8.23)",27.78,"(26.46, 29.17)",1.56,"(1.53, 1.6)",8.98,"(8.79, 9.16)",,
onset-to-diagnosis-pcr,Weibull,SC,9.71,"(9.42, 10.0)",34.23,"(31.88, 36.84)",1.71,"(1.65, 1.77)",10.89,"(10.56, 11.22)",,
onset-to-diagnosis-pcr,Weibull,SE,9.95,"(9.5, 10.41)",59.25,"(52.97, 66.33)",1.31,"(1.25, 1.36)",10.78,"(10.27, 11.3)",,
onset-to-diagnosis-pcr,Weibull,SP,10.47,"(10.41, 10.52)",49.05,"(48.44, 49.69)",1.52,"(1.52, 1.53)",11.62,"(11.55, 11.68)",,
onset-to-diagnosis-pcr,Weibull,TO,7.86,"(7.47, 8.28)",23.54,"(20.72, 26.78)",1.67,"(1.57, 1.76)",8.8,"(8.34, 9.27)",,
onset-to-diagnosis-pcr,Weibull,Brazil,11.07,"(11.04, 11.11)",52.01,"(51.59, 52.43)",1.57,"(1.56, 1.58)",12.33,"(12.28, 12.37)",,
onset-to-diagnosis-pcr,Log-normal,AC,11.98,"(11.16, 12.87)",67.27,"(51.63, 88.21)",2.29,"(2.22, 2.36)",0.62,"(0.57, 0.67)",,
onset-to-diagnosis-pcr,Log-normal,AL,14.62,"(14.02, 15.29)",159.43,"(136.46, 186.61)",2.4,"(2.37, 2.44)",0.75,"(0.72, 0.77)",,
onset-to-diagnosis-pcr,Log-normal,AM,14.32,"(14.0, 14.63)",123.15,"(113.7, 133.37)",2.43,"(2.41, 2.45)",0.69,"(0.67, 0.7)",,
onset-to-diagnosis-pcr,Log-normal,AP,13.91,"(12.39, 15.63)",148.78,"(98.74, 221.29)",2.35,"(2.25, 2.45)",0.75,"(0.68, 0.82)",,
onset-to-diagnosis-pcr,Log-normal,BA,9.75,"(9.54, 9.96)",60.89,"(56.34, 65.7)",2.03,"(2.01, 2.05)",0.7,"(0.69, 0.72)",,
onset-to-diagnosis-pcr,Log-normal,CE,14.68,"(14.44, 14.94)",136.37,"(128.31, 145.41)",2.44,"(2.43, 2.46)",0.7,"(0.69, 0.71)",,
onset-to-diagnosis-pcr,Log-normal,DF,9.41,"(9.09, 9.74)",84.1,"(74.31, 95.12)",1.91,"(1.88, 1.94)",0.82,"(0.8, 0.84)",,
onset-to-diagnosis-pcr,Log-normal,ES,11.08,"(10.67, 11.5)",87.77,"(76.68, 100.57)",2.14,"(2.1, 2.17)",0.73,"(0.71, 0.76)",,
onset-to-diagnosis-pcr,Log-normal,GO,9.39,"(9.13, 9.66)",40.84,"(36.53, 45.6)",2.05,"(2.02, 2.08)",0.62,"(0.6, 0.64)",,
onset-to-diagnosis-pcr,Log-normal,MA,14.38,"(13.9, 14.9)",96.29,"(84.86, 109.9)",2.47,"(2.44, 2.51)",0.62,"(0.6, 0.64)",,
onset-to-diagnosis-pcr,Log-normal,MG,10.07,"(9.88, 10.27)",50.95,"(47.38, 54.75)",2.11,"(2.09, 2.12)",0.64,"(0.63, 0.65)",,
onset-to-diagnosis-pcr,Log-normal,MS,8.77,"(8.44, 9.12)",24.44,"(20.86, 28.77)",2.03,"(2.0, 2.07)",0.52,"(0.5, 0.55)",,
onset-to-diagnosis-pcr,Log-normal,MT,9.68,"(9.53, 9.84)",29.04,"(27.28, 31.0)",2.13,"(2.12, 2.15)",0.52,"(0.51, 0.53)",,
onset-to-diagnosis-pcr,Log-normal,PA,12.52,"(12.35, 12.69)",47.71,"(45.26, 50.34)",2.39,"(2.38, 2.41)",0.52,"(0.51, 0.52)",,
onset-to-diagnosis-pcr,Log-normal,PB,12.1,"(11.78, 12.42)",45.82,"(41.07, 51.22)",2.36,"(2.33, 2.38)",0.52,"(0.5, 0.54)",,
onset-to-diagnosis-pcr,Log-normal,PE,11.28,"(11.11, 11.45)",74.1,"(70.11, 78.3)",2.19,"(2.18, 2.21)",0.68,"(0.67, 0.69)",,
onset-to-diagnosis-pcr,Log-normal,PI,10.07,"(9.83, 10.33)",39.2,"(35.51, 43.18)",2.15,"(2.12, 2.17)",0.57,"(0.55, 0.59)",,
onset-to-diagnosis-pcr,Log-normal,PR,9.76,"(9.55, 9.97)",38.14,"(35.17, 41.39)",2.11,"(2.09, 2.13)",0.58,"(0.57, 0.59)",,
onset-to-diagnosis-pcr,Log-normal,RJ,13.93,"(13.78, 14.08)",140.21,"(134.85, 145.72)",2.36,"(2.35, 2.37)",0.74,"(0.73, 0.74)",,
onset-to-diagnosis-pcr,Log-normal,RN,9.93,"(9.58, 10.31)",51.53,"(44.99, 59.01)",2.09,"(2.05, 2.12)",0.65,"(0.62, 0.67)",,
onset-to-diagnosis-pcr,Log-normal,RO,9.53,"(8.85, 10.27)",63.3,"(48.71, 82.27)",1.99,"(1.93, 2.06)",0.73,"(0.68, 0.77)",,
onset-to-diagnosis-pcr,Log-normal,RR,6.24,"(5.68, 6.91)",21.1,"(14.52, 30.11)",1.61,"(1.53, 1.7)",0.65,"(0.59, 0.72)",,
onset-to-diagnosis-pcr,Log-normal,RS,8.35,"(8.15, 8.56)",45.92,"(42.05, 50.04)",1.87,"(1.85, 1.89)",0.71,"(0.7, 0.73)",,
onset-to-diagnosis-pcr,Log-normal,SC,10.05,"(9.71, 10.42)",54.99,"(48.34, 62.65)",2.09,"(2.06, 2.12)",0.66,"(0.64, 0.68)",,
onset-to-diagnosis-pcr,Log-normal,SE,10.17,"(9.63, 10.77)",99.85,"(82.07, 120.99)",1.98,"(1.93, 2.03)",0.82,"(0.79, 0.86)",,
